City,Price,Day,Room Type,Shared Room,Private Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center _km_,Metro Distance _km_,Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
Amsterdam,818.5504,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,9,90,1,1.3474,0.6168,284.1096,15.0423,321.4013,28.0185
Amsterdam,1038.5958,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,90,1,1.7619,1.684,277.3458,14.6842,359.0105,31.2971
Amsterdam,835.8915,Weekend,Private room,FALSE,TRUE,2,TRUE,0,0,10,90,1,0.757,0.9214,484.322,25.6426,605.4535,52.781
Amsterdam,743.7958,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,10,90,1,0.8997,0.8019,440.9203,23.3447,620.6854,54.1089
Barcelona,625.1309,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,90,1,1.1897,0.4707,630.755,24.3542,1313.7469,28.8586
Barcelona,555.3099,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,3.0003,0.833,254.2372,9.8164,488.7381,10.7359
Berlin,635.2248,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,90,1,1.3653,0.1302,199.4623,30.4022,304.0958,64.3374
Paris,642.1847,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,90,0,4.2695,0.179,321.6284,15.6568,690.2601,40.5594
Paris,642.6508,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,90,0,4.2696,0.179,321.6268,15.6391,690.2534,31.843
Rome,1380.7776,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,90,1,2.6783,0.2296,218.8091,4.8489,710.1505,15.462
Rome,585.416,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,9,90,1,1.9677,0.2495,746.1419,16.5347,1949.7415,42.4514
Rome,1384.7521,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,90,1,2.6783,0.2296,218.809,4.8478,710.0997,15.4714
Barcelona,532.0362,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,91,2,1.0708,0.5312,513.2095,19.8156,906.4865,19.9125
Barcelona,555.3099,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,10,91,1,4.4884,0.4519,167.2839,6.459,354.8183,7.7942
Amsterdam,744.4989,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,92,0,2.6781,1.8441,219.3931,11.617,268.472,18.7075
Amsterdam,737.2343,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,92,1,1.541,0.3005,297.0116,15.727,349.7968,24.3743
Amsterdam,540.6229,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,92,1,0.8108,0.2857,407.1463,21.5587,502.6573,35.0259
Amsterdam,535.7017,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,92,1,3.4603,1.3849,164.0056,8.6842,230.8789,16.088
Amsterdam,744.7332,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,92,0,2.6781,1.8441,219.395,11.616,268.4711,23.4042
Amsterdam,737.2343,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,92,1,1.5409,0.3005,297.0121,15.7254,349.7977,30.494
Amsterdam,540.6229,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,92,1,0.8108,0.2857,407.1577,21.5571,502.6735,43.8211
Amsterdam,535.7017,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,92,1,3.4603,1.3849,164.0063,8.6834,230.8819,20.1274
Paris,894.3052,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,9,92,0,1.9643,0.2653,627.5211,30.5475,1275.8168,74.9664
Paris,529.6393,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,92,1,5.0557,0.1587,380.1826,18.5072,650.7834,38.2397
Paris,894.3052,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,9,92,0,1.9644,0.2652,627.5178,30.5131,1275.7812,58.8548
Rome,601.0801,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,92,1,1.9782,0.2779,777.7236,17.2308,1979.2231,43.1225
Amsterdam,774.2601,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,0.3455,0.4196,601.0732,31.8272,701.3302,48.8697
Amsterdam,531.9523,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,1.2101,0.9869,408.295,21.6195,566.6011,39.4816
Amsterdam,552.8086,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,2.4827,0.2351,194.8298,10.3164,251.9574,17.5568
Amsterdam,640.4518,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,93,1,2.1576,0.1938,387.3669,20.5113,438.1209,30.5289
Amsterdam,749.42,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,1.0626,0.9298,408.9118,21.6522,556.8432,38.8016
Amsterdam,774.2601,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,0.3455,0.4196,601.0726,31.824,701.3318,61.1393
Amsterdam,531.9523,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,1.2101,0.9869,408.2942,21.6173,566.5991,49.3938
Amsterdam,553.0429,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,2.4827,0.2351,194.8299,10.3153,251.9574,21.9646
Amsterdam,640.4518,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,93,1,2.1576,0.1938,387.3581,20.5088,438.1093,38.1926
Amsterdam,749.6543,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,1.0626,0.9298,408.9174,21.6503,556.8535,48.5443
Budapest,695.3518,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,93,0,0.2989,0.2181,291.636,17.406,733.0691,64.0834
Paris,880.5574,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,93,1,1.1837,0.1772,722.9808,35.1945,1608.1627,94.4949
Paris,577.8731,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,93,0,1.9177,0.2845,1397.04,68.0074,1051.5277,61.7873
Paris,614.2231,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,1.0896,0.1386,428.5719,20.8627,1080.4183,63.4849
Paris,1212.3683,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,93,1,3.5635,0.1769,702.2792,34.1867,985.2945,57.8954
Paris,620.0485,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,93,1,4.5387,0.061,275.085,13.391,626.1522,36.7924
Paris,596.5141,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,93,0,1.9177,0.2844,1396.9637,67.9275,1051.5239,48.5092
Paris,1212.3683,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,93,1,3.5636,0.1769,702.2893,34.1489,985.2952,45.454
Paris,567.6205,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,93,1,5.5442,0.3344,221.5713,10.7739,447.5751,20.6477
Paris,620.5145,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,93,1,4.5387,0.061,275.0839,13.376,626.1457,28.8856
Rome,562.5044,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,93,2,2.8118,0.1418,246.5938,5.4634,673.7362,14.6791
Vienna,637.6364,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,93,1,0.994,0.2025,169.0749,12.1084,282.2991,6.7486
Vienna,637.169,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,93,1,0.9941,0.2025,169.0734,12.1079,282.2964,6.823
Amsterdam,675.6028,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,94,1,3.3721,2.1387,128.5276,6.8056,180.4947,12.5771
Amsterdam,712.8629,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,94,1,1.0888,1.1917,386.5195,20.4665,433.6795,30.2194
Amsterdam,702.7863,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,94,1,0.4162,0.446,598.8965,31.712,688.977,48.0089
Amsterdam,549.5278,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,94,1,3.7369,0.8956,154.5838,8.1853,189.2525,13.1874
Amsterdam,675.8372,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,94,1,3.3721,2.1387,128.5272,6.8049,180.4944,15.7348
Amsterdam,712.8629,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,94,1,1.0888,1.1917,386.5202,20.4645,433.6796,37.8065
Amsterdam,576.4769,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,94,1,3.7369,0.8955,154.5832,8.1845,189.252,16.4982
Barcelona,647.9391,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,4.5466,0.3434,169.1827,6.5323,371.7494,8.1661
Berlin,616.7617,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,94,1,21.2952,8.918,21.6303,3.2969,28.4828,6.0261
Paris,530.5713,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,9,94,1,2.132,0.0639,628.2727,30.5841,1257.5498,73.893
Paris,683.4281,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,1.2787,0.041,367.0649,17.8686,1001.0258,58.8198
Paris,590.9218,Weekday,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,94,1,0.2265,0.3217,606.3111,29.515,1312.6148,77.1286
Paris,625.8738,Weekday,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,94,1,0.7127,0.2998,512.1069,24.9292,1097.0465,64.4619
Paris,938.8107,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,94,0,0.9437,0.2059,440.0179,21.4199,1073.4406,63.0749
Paris,1170.659,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,94,1,0.3673,0.2776,586.612,28.5561,1269.722,74.6083
Paris,556.2028,Weekday,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,94,1,4.5338,0.5051,245.1307,11.9329,520.6177,30.5913
Paris,544.5521,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,94,1,5.7158,0.4257,299.4392,14.5766,510.6538,30.0058
Paris,586.2615,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,94,1,1.9993,0.2498,627.1119,30.4934,1252.7883,57.794
Paris,530.5713,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,9,94,1,2.132,0.0639,628.2729,30.5498,1257.5514,58.0138
Paris,683.4281,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,1.2787,0.041,367.0649,17.8486,1001.0214,46.1795
Paris,590.9218,Weekend,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,94,1,0.2265,0.3217,606.3117,29.482,1312.61,60.5538
Paris,625.8738,Weekend,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,94,1,0.7127,0.2998,512.114,24.9016,1097.051,50.6095
Paris,1170.659,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,94,1,0.3672,0.2776,586.613,28.5241,1269.7182,58.5751
Paris,556.6688,Weekend,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,94,1,4.5339,0.5051,245.1295,11.9194,520.6225,24.0175
Paris,589.2907,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,94,1,5.7158,0.4257,299.4399,14.5603,510.6555,23.5577
Rome,573.9602,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,94,1,2.6906,1.6931,699.6016,15.5,1991.6726,43.3937
Amsterdam,602.02,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,95,1,2.5831,0.6133,209.9528,11.1171,268.6023,18.7166
Amsterdam,669.7443,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,95,1,3.1086,2.0309,138.3552,7.326,179.2199,12.4883
Amsterdam,1041.1736,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,95,1,0.8636,0.3242,498.0561,26.3724,906.9954,63.2007
Amsterdam,694.5844,Weekday,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,95,1,1.7292,0.4964,389.7122,20.6355,432.2253,30.1181
Amsterdam,539.4512,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,95,1,2.9431,0.8925,149.8278,7.9335,187.7968,13.086
Amsterdam,538.2795,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,95,1,3.0736,1.5824,203.7903,10.7908,236.2846,16.4646
Amsterdam,544.3723,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,95,1,1.7379,1.8777,220.1925,11.6582,279.3661,24.354
Amsterdam,602.02,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,95,1,2.5832,0.6133,209.9516,11.116,268.6007,23.4155
Amsterdam,669.7443,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,95,1,3.1086,2.0309,138.3553,7.3253,179.2201,15.6237
Amsterdam,1049.6098,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,95,1,0.8636,0.3242,498.0395,26.3689,906.7747,79.049
Amsterdam,694.5844,Weekend,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,95,1,1.7292,0.4964,389.7084,20.6333,432.2238,37.6795
Amsterdam,576.4769,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,95,1,2.9431,0.8925,149.8284,7.9327,187.7976,16.3714
Amsterdam,602.2544,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,8,95,1,0.7408,0.2026,436.062,23.0875,530.6,46.2556
Barcelona,532.0362,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,95,1,1.2865,0.7459,559.9447,21.6201,859.0904,18.8713
Barcelona,555.3099,Weekend,Private room,FALSE,TRUE,2,TRUE,1,0,10,95,1,1.3071,0.5537,550.4566,21.2538,996.3856,21.8872
Paris,1100.5219,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,95,1,3.504,0.1417,570.3352,27.7637,1034.7528,60.8016
Paris,805.5271,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,95,1,0.4771,0.1201,552.5234,26.8967,1113.0994,65.4052
Paris,695.5448,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,95,0,4.9736,0.0762,444.9999,21.6624,603.4718,35.4597
Paris,805.061,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,95,1,0.4772,0.1201,552.5157,26.8661,1113.0894,51.3494
Paris,550.3775,Weekend,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,9,95,1,3.2505,0.1357,519.6458,25.2678,859.4381,39.6479
Amsterdam,909.4744,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,96,1,1.0099,0.9171,409.8581,21.7023,555.1143,38.6812
Amsterdam,640.4518,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,96,1,1.7326,0.5044,386.06,20.4421,430.8706,30.0237
Amsterdam,774.2601,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,96,1,3.2467,0.7332,131.2291,6.9487,166.2593,11.5852
Amsterdam,654.9809,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,10,96,1,1.1576,0.4428,401.0313,21.2349,558.216,38.8973
Amsterdam,771.6823,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,96,1,2.6702,0.6243,227.7901,12.0616,299.6264,20.8784
Amsterdam,534.7644,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,96,1,2.2905,1.6831,204.1118,10.8079,255.3784,17.7951
Amsterdam,546.7157,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,96,1,1.4124,0.166,474.2851,25.1137,505.5259,35.2258
Amsterdam,823.4715,Weekday,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,96,1,0.5684,0.5388,599.71,31.755,683.2144,47.6074
Amsterdam,919.0823,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,96,1,1.4363,0.2346,331.4863,17.5524,396.339,27.6175
Amsterdam,786.4458,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,96,1,1.3323,0.2709,596.6868,31.595,642.7844,44.7901
